code	label	tree
M2304	M2304 (Kyste du ménisque   CAME)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M23 (LES. INT. DU GENOU)-M2304 (Kyste du ménisque   CAME)
D13	D13 (T.B. DE PARTIES AUTRES ET MAL DEFINIES DE L'APP. DIG.)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D13 (T.B. DE PARTIES AUTRES ET MAL DEFINIES DE L'APP. DIG.)
W734	W734 (( CIM10 : W73.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W73 (W73)-W734 (( CIM10 : W73.4 ))
I823	I823 (Embolie et thrombose de la veine rénale)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I82 (EMBOLIES ET THROMBOSES VEINEUSES, NCA)-I823 (Embolie et thrombose de la veine rénale)
M7291	M7291 (Affection fibroblastique, sans précision   Région scapulaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M72 (AFF. FIBROBLASTIQUES)-M7291 (Affection fibroblastique, sans précision   Région scapulaire)
C691	C691 (Tumeur maligne de la cornée)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C69 (T.M. DE L'OEIL ET DE SES ANNEXES)-C691 (Tumeur maligne de la cornée)
X548	X548 (( CIM10 : X54.8 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X54 (X54)-X548 (( CIM10 : X54.8 ))
M7309	M7309 (Bursite gonococcique (A54.4)   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M73 (AFF. DES TISSUS MOUS AVEC MAL. CL. AILL.)-M7309 (Bursite gonococcique (A54.4)   Siège non précisé)
X126	X126 (( CIM10 : X12.6 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X12 (X12)-X126 (( CIM10 : X12.6 ))
J33	J33 (POLYPE NASAL)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J33 (POLYPE NASAL)
Z206	Z206 (Sujets en contact avec et exposés au virus de l'immunodéficience humaine [VIH])	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z20 (SUJETS EN CONTACT AVEC DES MAL. TRANSMISSIBLES)-Z206 (Sujets en contact avec et exposés au virus de l'immunodéficience humaine [VIH])
A033	A033 (Shigellose à Shigella sonnei)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A03 (SHIGELLOSE)-A033 (Shigellose à Shigella sonnei)
M6205	M6205 (Diastasis musculaire (n'entraînant pas de hernie)   Région pelvienne et cuisse)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M62 (ATTEINTES MUSC., NCA)-M6205 (Diastasis musculaire (n'entraînant pas de hernie)   Région pelvienne et cuisse)
X306	X306 (( CIM10 : X30.6 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X30 (X30)-X306 (( CIM10 : X30.6 ))
B060	B060 (Rubéole avec complications neurologiques)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B06 (RUBEOLE)-B060 (Rubéole avec complications neurologiques)
Q600	Q600 (Agénésie rénale, unilatérale)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q60 (AGENESIE RENALE ET AUTRES DEFAUTS DE DEVELOP. RENAL)-Q600 (Agénésie rénale, unilatérale)
T345	T345 (Gelure du poignet et de la main, avec nécrose des tissus)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T34 (GELURE AVEC NECROSE DES TISSUS)-T345 (Gelure du poignet et de la main, avec nécrose des tissus)
K70	K70 (MAL. ALCOOLIQUE DU FOIE)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K70 (MAL. ALCOOLIQUE DU FOIE)
O658	O658 (Dystocie due à d'autres anomalies pelviennes de la mère)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O65 (DYSTOCIE DUE A UNE ANOM. PELVIENNE DE LA MERE)-O658 (Dystocie due à d'autres anomalies pelviennes de la mère)
W059	W059 (( CIM10 : W05.9 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W05 (W05)-W059 (( CIM10 : W05.9 ))
M7239	M7239 (Fasciite nodulaire   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M72 (AFF. FIBROBLASTIQUES)-M7239 (Fasciite nodulaire   Siège non précisé)
O878	O878 (Autres complications veineuses au cours de la puerpéralité)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O87 (COMPLIC. VEINEUSES AU COURS DE LA PUERP.)-O878 (Autres complications veineuses au cours de la puerpéralité)
I15	I15 (HYPERTENSION IIre.)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I15 (HYPERTENSION IIre.)
H22	H22 (AFF. DE L'IRIS ET DU CORPS CILIAIRE AVEC MAL. CL. AILL.)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H22 (AFF. DE L'IRIS ET DU CORPS CILIAIRE AVEC MAL. CL. AILL.)
K004	K004 (Troubles de la formation des dents)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K00 (Tbl. DE L'ODONTOGENESE)-K004 (Troubles de la formation des dents)
V551	V551 (( CIM10 : V55.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V55 (V55)-V551 (( CIM10 : V55.1 ))
W230	W230 (( CIM10 : W23.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W23 (W23)-W230 (( CIM10 : W23.0 ))
B461	B461 (Mucormycose rhinocérébrale)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B46 (ZYGOMYCOSE)-B461 (Mucormycose rhinocérébrale)
N951	N951 (Troubles de la ménopause et du climatère féminin)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N95 (Tbl. DE LA MENOPAUSE ET AUTRES Tbl. DE LA PERIMENOPAUSE)-N951 (Troubles de la ménopause et du climatère féminin)
X479	X479 (( CIM10 : X47.9 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X47 (X47)-X479 (( CIM10 : X47.9 ))
Z800	Z800 (Antécédents familiaux de tumeur maligne des organes digestifs)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z80 (Atcd. FAM. DE TUM. MAL.)-Z800 (Antécédents familiaux de tumeur maligne des organes digestifs)
C059	C059 (Tumeur maligne du palais, sans précision)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C05 (T.M. DU PALAIS)-C059 (Tumeur maligne du palais, sans précision)
I423	I423 (Maladie endomyocardique (éosinophilique))	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I42 (MYOCARDIOPATHIE)-I423 (Maladie endomyocardique (éosinophilique))
B380	B380 (Coccidioïdomycose pulmonaire aiguë)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B38 (COCCIDIOIDOMYCOSE)-B380 (Coccidioïdomycose pulmonaire aiguë)
X95	X95 (X95)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X95 (X95)
P619	P619 (Affection hématologique de la période périnatale, sans précision)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P61 (AFF. HEMATO. DE LA PERIODE PERINAT., NCA)-P619 (Affection hématologique de la période périnatale, sans précision)
H470	H470 (Affections du nerf optique, non classées ailleurs)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H47 (AFF. DU NERF ET DES VOIES OPTIQUES, NCA)-H470 (Affections du nerf optique, non classées ailleurs)
C052	C052 (Tumeur maligne de la luette)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C05 (T.M. DU PALAIS)-C052 (Tumeur maligne de la luette)
F164	F164 (Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : syndrome de sevrage avec delirium)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F16 (Tbl. MENT. DUS A HALLUC.)-F164 (Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes : syndrome de sevrage avec delirium)
N051	N051 (Syndrome néphritique sans précision, avec lésions glomérulaires segmentaires et focales)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N05 (SYND. NEPHRITIQUE, SAI)-N051 (Syndrome néphritique sans précision, avec lésions glomérulaires segmentaires et focales)
M8346	M8346 (Maladie osseuse due à l'aluminium   Jambe)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M83 (OSTEOMALACIE DE L'ADULTE)-M8346 (Maladie osseuse due à l'aluminium   Jambe)
R232	R232 (Rougeur)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R23 (MODIF. DE LA PEAU, NCA)-R232 (Rougeur)
Y082	Y082 (( CIM10 : Y08.2 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y08 (Y08)-Y082 (( CIM10 : Y08.2 ))
X507	X507 (( CIM10 : X50.7 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X50 (X50)-X507 (( CIM10 : X50.7 ))
X365	X365 (( CIM10 : X36.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X36 (X36)-X365 (( CIM10 : X36.5 ))
H161	H161 (Autres kératites superficielles sans conjonctivite)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H16 (KERATITE)-H161 (Autres kératites superficielles sans conjonctivite)
M182	M182 (Arthrose post traumatique de la première articulation carpo métacarpienne, bilatérale)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M18 (ARTHROSE DE LA 1ere ARTIC. CARPO METACARP.)-M182 (Arthrose post traumatique de la première articulation carpo métacarpienne, bilatérale)
Z742	Z742 (Besoin d'assistance à domicile, aucun autre membre du foyer n'étant capable d'assurer les soins)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z74 (DIFF. LIEES A UNE DEPENDANCE ENVERS LA PERSONNE QUI DONNE LE)-Z742 (Besoin d'assistance à domicile, aucun autre membre du foyer n'étant capable d'assurer les soins)
R839	R839 (Résultat anormal de l'examen du liquide céphalo rachidien, sans précision)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R83 (RES. Anx. DE L'EX. DU L.C.R.)-R839 (Résultat anormal de l'examen du liquide céphalo rachidien, sans précision)
O240	O240 (Diabète sucré préexistant, insulino dépendant, au cours de la grossesse)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O24 (DIABETE SUCRE AU COURS DE LA GROSS.)-O240 (Diabète sucré préexistant, insulino dépendant, au cours de la grossesse)
Q630	Q630 (Rein surnuméraire)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q63 (MALF. CONG. DU REIN, NCA)-Q630 (Rein surnuméraire)
M2105	M2105 (Déformation en valgus, non classée ailleurs   Région pelvienne et cuisse)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M21 (DEFORM. DES Mb., NCA)-M2105 (Déformation en valgus, non classée ailleurs   Région pelvienne et cuisse)
Q314	Q314 (Stridor (laryngé) congénital)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q31 (MALF. CONG. DU LARYNX)-Q314 (Stridor (laryngé) congénital)
X415	X415 (( CIM10 : X41.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X41 (X41)-X415 (( CIM10 : X41.5 ))
T781	T781 (Autres réactions d'intolérance alimentaire, non classées ailleurs)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T78 (EFFETS INDESIRABLES, NCA)-T781 (Autres réactions d'intolérance alimentaire, non classées ailleurs)
O83	O83 (ACCOUCH. UNIQUES AVEC ASSISTANCE, NCA)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O83 (ACCOUCH. UNIQUES AVEC ASSISTANCE, NCA)
G241	G241 (Dystonie idiopathique (familiale))	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G24 (DYSTONIE)-G241 (Dystonie idiopathique (familiale))
M064	M064 (Polyarthropathie inflammatoire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M06 (POLYARTHRITES RHUMATOIDES, NCA)-M064 (Polyarthropathie inflammatoire)
M6134	M6134 (Calcification et ossification de muscles associées à des brûlures   Main)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M61 (CALCIFICATION ET OSSIFICATION DE MUSCLES)-M6134 (Calcification et ossification de muscles associées à des brûlures   Main)
M05	M05 (POLYARTHRITE RHUMATOIDE SEROPOSITIVE)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M05 (POLYARTHRITE RHUMATOIDE SEROPOSITIVE)
W365	W365 (( CIM10 : W36.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W36 (W36)-W365 (( CIM10 : W36.5 ))
S241	S241 (Lésions traumatiques autres et non précisées de la moelle dorsale)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S24 (LES. TRAUMA. DES NERFS ET DE LA MOELLE EP. NIV. THOR.)-S241 (Lésions traumatiques autres et non précisées de la moelle dorsale)
E103	E103 (Diabète sucré insulino dépendant, avec complications oculaires)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E10 (D.I.D.)-E103 (Diabète sucré insulino dépendant, avec complications oculaires)
H358	H358 (Autres affections rétiniennes précisées)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H35 (AFF. RETINIENNES, NCA)-H358 (Autres affections rétiniennes précisées)
Q738	Q738 (Autres raccourcissements (congénitaux) d'un (des) membre(s) non précisé(s))	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q73 (RACCOURC. CONG. D'UN Mb. NON PREC.)-Q738 (Autres raccourcissements (congénitaux) d'un (des) membre(s) non précisé(s))
M4298	M4298 (Ostéochondrite vertébrale, sans précision   Région sacrée et sacro coccygienne)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M42 (OSTEOCHONDRITE VERTEB.)-M4298 (Ostéochondrite vertébrale, sans précision   Région sacrée et sacro coccygienne)
G403	G403 (Épilepsie et syndromes épileptiques généralisés idiopathiques)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G40 (EPILEP.)-G403 (Épilepsie et syndromes épileptiques généralisés idiopathiques)
Y21	Y21 (Y21)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y21 (Y21)
Z843	Z843 (Antécédents familiaux de consanguinité)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z84 (Atcd. FAM. D'AUTRES AFF.)-Z843 (Antécédents familiaux de consanguinité)
T333	T333 (Gelure superficielle de la paroi abdominale, des lombes et du bassin)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T33 (GELURE SUPERF.)-T333 (Gelure superficielle de la paroi abdominale, des lombes et du bassin)
I731	I731 (Thrombo angéite oblitérante [Buerger])	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I73 (MAL. VASC. PERIPH., NCA)-I731 (Thrombo angéite oblitérante [Buerger])
A308	A308 (Autres formes de lèpre)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A30 (LEPRE)-A308 (Autres formes de lèpre)
I68	I68 (Tbl. CEREBROVASC. AVEC MAL. CL. AILL.)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I68 (Tbl. CEREBROVASC. AVEC MAL. CL. AILL.)
X539	X539 (( CIM10 : X53.9 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X53 (X53)-X539 (( CIM10 : X53.9 ))
M0227	M0227 (Arthropathie post vaccinale   Articulations de la cheville et du pied)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M02 (ARTHROPATHIES REACTIONNELLES)-M0227 (Arthropathie post vaccinale   Articulations de la cheville et du pied)
Y030	Y030 (( CIM10 : Y03.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y03 (Y03)-Y030 (( CIM10 : Y03.0 ))
F918	F918 (Autres troubles des conduites)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F91 (Tbl. DES CONDUITES)-F918 (Autres troubles des conduites)
M2326	M2326 (Lésion d'un ménisque due à une déchirure ou un traumatisme ancien   Autre partie ME)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M23 (LES. INT. DU GENOU)-M2326 (Lésion d'un ménisque due à une déchirure ou un traumatisme ancien   Autre partie ME)
N324	N324 (Rupture de la vessie, non traumatique)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N32 (AFF. DE LA VESSIE, NCA)-N324 (Rupture de la vessie, non traumatique)
R789	R789 (Présence d'une substance non trouvée normalement dans le sang, sans précision)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R78 (PRESENCE DE DROGUES ET D'AUTRES SUBST. Anle DANS LE SANG)-R789 (Présence d'une substance non trouvée normalement dans le sang, sans précision)
M0305	M0305 (Arthrite post méningococcique (A39.8)   Articulations de la hanche et sacro iliaque)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M03 (ARTHROPATHIES POST INFECT. ET REACTIONNELLES AVEC MAL. CL. A)-M0305 (Arthrite post méningococcique (A39.8)   Articulations de la hanche et sacro iliaque)
L03	L03 (PHLEGMON)	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L03 (PHLEGMON)
M8168	M8168 (Ostéoporose localisée (Lequesne)   Autres localisations)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M81 (OSTEOPOROSE SANS FRAC. PATHO.)-M8168 (Ostéoporose localisée (Lequesne)   Autres localisations)
Y430	Y430 (( CIM10 : Y43.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y43 (Y43)-Y430 (( CIM10 : Y43.0 ))
G553	G553 (Compression des racines et des plexus nerveux au cours d'autres dorsopathies (M45 M46, M48. , M53 M54))	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G55 (COMPRESSION RACINES, PLEX. NERV. AVEC MAL. CL. AILL.)-G553 (Compression des racines et des plexus nerveux au cours d'autres dorsopathies (M45 M46, M48. , M53 M54))
X666	X666 (( CIM10 : X66.6 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X66 (X66)-X666 (( CIM10 : X66.6 ))
W657	W657 (( CIM10 : W65.7 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W65 (W65)-W657 (( CIM10 : W65.7 ))
N11	N11 (NEPHRITE TUBULO INTERST. CHRON.)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N11 (NEPHRITE TUBULO INTERST. CHRON.)
T185	T185 (Corps étranger dans l'anus et le rectum)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T18 (C.E. DANS LES VOIES DIG.)-T185 (Corps étranger dans l'anus et le rectum)
M4016	M4016 (Autres cyphoses secondaires   Région lombaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M40 (CYPHOSE ET LORDOSE)-M4016 (Autres cyphoses secondaires   Région lombaire)
W889	W889 (( CIM10 : W88.9 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W88 (W88)-W889 (( CIM10 : W88.9 ))
M8781	M8781 (Autres ostéonécroses   Région scapulaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M87 (OSTEONECROSE)-M8781 (Autres ostéonécroses   Région scapulaire)
Q148	Q148 (Autres malformations congénitales de la chambre postérieure de l'oeil)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q14 (MALF. CONG. DE LA CHAMBRE POST. DE L'OEIL)-Q148 (Autres malformations congénitales de la chambre postérieure de l'oeil)
A665	A665 (Gangosa)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A66 (PIAN)-A665 (Gangosa)
M7386	M7386 (Autres affections des tissus mous au cours d'autres maladies classées ailleurs   Jambe)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M73 (AFF. DES TISSUS MOUS AVEC MAL. CL. AILL.)-M7386 (Autres affections des tissus mous au cours d'autres maladies classées ailleurs   Jambe)
M0715	M0715 (Arthrite mutilante (L40.5)   Articulations de la hanche et sacro iliaque)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M07 (ARTHROPATHIES PSORIASIQUES ET ENTEROPATHIQUES)-M0715 (Arthrite mutilante (L40.5)   Articulations de la hanche et sacro iliaque)
M4921	M4921 (Spondylite entérobactérienne (A01 A04)   Région occipito atloïdo axoïdienne)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M49 (SPONDYLOPATHIES AVEC MAL. CL. AILL.)-M4921 (Spondylite entérobactérienne (A01 A04)   Région occipito atloïdo axoïdienne)
K938	K938 (Atteintes d'autres organes digestifs précisés au cours de maladies classées ailleurs)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K93 (ATTEINTES D'AUTRES ORG. DE L'APP. DIG. AVEC MAL. CL. AILL.)-K938 (Atteintes d'autres organes digestifs précisés au cours de maladies classées ailleurs)
V660	V660 (( CIM10 : V66.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V66 (V66)-V660 (( CIM10 : V66.0 ))
M4120	M4120 (Autres scolioses idiopathiques   Localisations vertébrales multiples)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M41 (SCOLIOSE)-M4120 (Autres scolioses idiopathiques   Localisations vertébrales multiples)
G245	G245 (Blépharospasme)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G24 (DYSTONIE)-G245 (Blépharospasme)
X610	X610 (( CIM10 : X61.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X61 (X61)-X610 (( CIM10 : X61.0 ))
V382	V382 (( CIM10 : V38.2 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V38 (V38)-V382 (( CIM10 : V38.2 ))
M216	M216 (Autres déformations de la cheville et du pied)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M21 (DEFORM. DES Mb., NCA)-M216 (Autres déformations de la cheville et du pied)
T290	T290 (Brûlures de parties multiples du corps, degré non précisé)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T29 (BRULURES ET CORROSIONS DE PARTIES MULT. DU CORPS)-T290 (Brûlures de parties multiples du corps, degré non précisé)
X808	X808 (( CIM10 : X80.8 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X80 (X80)-X808 (( CIM10 : X80.8 ))
Z630	Z630 (Difficultés dans les rapports avec le conjoint ou le partenaire)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z63 (DIFF. LIEES A L'ENTOURAGE IMMEDIAT, Y COMPRIS LA SITUATION F)-Z630 (Difficultés dans les rapports avec le conjoint ou le partenaire)
D571	D571 (Anémie à hématies falciformes (sans crises))	ICD10FR (code CIM10)-Chap3 (MALADIES DU SANG ET ORGANES HEMATO)-D57 (AFF. A HEMATIES FALCIFORMES)-D571 (Anémie à hématies falciformes (sans crises))
Y183	Y183 (( CIM10 : Y18.3 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y18 (Y18)-Y183 (( CIM10 : Y18.3 ))
Z558	Z558 (Autres difficultés liées à l'éducation et l'alphabétisation)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z55 (DIFF. LIEES A L'EDUCATION ET L'ALPHABETISATION)-Z558 (Autres difficultés liées à l'éducation et l'alphabétisation)
M0084	M0084 (Arthrite et polyarthrite dues à d'autres bactéries précisées   Articulations de la main)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M00 (ARTHRITES A BACT. PYOGENES)-M0084 (Arthrite et polyarthrite dues à d'autres bactéries précisées   Articulations de la main)
